full_text,image_url,label_text,label_gambar,label_gabungan
 Blue Light Patrol Polsek Bebandem Cegah Gangguan Kriminalitas Pada Jam Rawan Agar Terciptanya Situasi Yang Aman Dan Kondusif. Polda Bali - Polres Karangasem - Polsek Bebandem. Patroli kamtibmas merupakan kegiatan rutin yang ditingkatkan (KRYD) Personil Polsek Bebandem ,https://pbs.twimg.com/media/Gf_zNr3bkAAOW5w.jpg,0,0,0.0
 Blue Light Patrol Polsek Bebandem Cegah Gangguan Kriminalitas Pada Jam Rawan Agar Terciptanya Situasi Yang Aman Dan Kondusif. Polda Bali - Polres Karangasem - Polsek Bebandem. Patroli kamtibmas merupakan kegiatan rutin yang ditingkatkan (KRYD) Personil Polsek Bebandem ,https://pbs.twimg.com/media/GfrUcROaUAAX-dq.jpg,0,0,0.0
 Blue Light Patrol Polsek Bebandem Cegah Gangguan Kriminalitas Pada Jam Rawan Agar Terciptanya Situasi Yang Aman Dan Kondusif. Polda Bali - Polres Karangasem - Polsek Bebandem. Patroli kamtibmas merupakan kegiatan rutin yang ditingkatkan (KRYD) Personil Polsek Bebandem ,https://pbs.twimg.com/media/GfwfHXFbIAA6Ma4.jpg,0,0,0.0
 Buat apa gw msih tahan sm lakik yg selalu nolak afeksi bininya depan org? Bahkan selingkuhan gw lebih care L-lu selingkuh? Apa? Kaget lu? Bangsat lu Sen. Ga inget Ningie?! Jngn sok suci lu Sel. Gw tw lu ada main sm anak gw. Stres lu! Lu yg stres! ,https://pbs.twimg.com/media/GdWTPUUaMAA6FpK.jpg,1,0,1.0
 Buat ngambeknya kek tbtb anayi hilang kontak ternyata dia ada ke luar kota buat seminar tanpa ngasih tau mas e.. ternyta anayi dikerjain si lonte caper biar gak jd nikah sama mas e . ide bagus NANTI AKU COBA IA NON MAKASI IDE NYA&lt;3 #jenatells ,https://pbs.twimg.com/media/Gf-Vg81a0AAutQl.jpg,0,0,0.0
 Bukan Mengeneralisir *Langsung melakukan rasisme Gak ada obat lu semua orang-orang rasis kontol. Kelakuan kayak Zionis ngecap Orang Palestina itu sub-human dan teroris. ,https://pbs.twimg.com/media/F_eRV6saMAAA8ZX.png,1,0,1.0
 CAROLINA DAY Hari &amp; Tgl : MINGGU 31 DESEMBER 2023 RESULT : 7792 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  #mideatoto #mideatoto88 #mideatoto #togelsingapore #togelsingapura #togelhongkong #MIDEATOTO88 ,https://pbs.twimg.com/media/GCoBSvragAAk72t.jpg,0,0,0.0
 CAROLINA DAY Hari &amp; Tgl : MINGGU 31 DESEMBER 2023 RESULT : 7792 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  #mideatoto #mideatoto88 #mideatoto #togelsingapore #togelsingapura #togelhongkong #MIDEATOTO88 ,https://pbs.twimg.com/media/GCoBSvragAAk72t.jpg,0,0,0.0
 CAROLINA DAY Hari &amp; Tgl : MINGGU 31 DESEMBER 2023 RESULT : 7792 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  #mideatoto #mideatoto88 #mideatoto #togelsingapore #togelsingapura #togelhongkong #MIDEATOTO88 ,https://pbs.twimg.com/media/GCoBSvragAAk72t.jpg,0,0,0.0
 DAY 1 UNRULES SELCA DAY Kupersembahkan sebuah pantun untuk @MinisterBenji Kalau jadi pejabat jangan suka nilep Nanti amal buruknya malaikat catet Eh Benji lu jangan sok cakep Muke lu kayak jambu monyet ,https://pbs.twimg.com/media/FM0Y0ilaQAEe48E.jpg,0,0,0.0
 Dapur Memayu the famous one right?? ini yang paling gendut!! teksturnya lebih padat tp masih kenyal dan ndaging bgt jugaa. mentainyaa gurih dan creamy bgtt tp ada rasa manis gitu. mentainya jg banjirrr bgt dapetnyaa ,https://pbs.twimg.com/media/GeQ7atcbsAAN1gn.jpg,0,0,0.0
 Dasar cewe freak pantes jomblo MAJU LO ANJING!!! ,https://pbs.twimg.com/media/FavvOc7UYAETxQN.jpg,0,0,0.0
 Day 1 aku ngegasnya kekencengan terus masi bingung kapan ganti gigi SUSAH BGT !!! kopling kopling tai kucing kalo lurus bisa tp gakbisa belok kalo gak diarahin terus kalo dirating kata mas aku mines ^^ semoga bsk bisa lbih baik ,https://pbs.twimg.com/media/Fk-iho8aEAEK-5m.jpg,1,0,1.0
 Dicari kucing Jojo warna oren memakai kalung hitam tanpa lonceng dengan tanda² bagian tangan botak bekas infus buntut lurus dan ga besar2 amat tapi agak gendut. Terlihat terakhir di daerah Asem Jajar VI Surabaya. Komen yaa kalo liat dia ,https://pbs.twimg.com/media/FlIk4S8acAI5jEE.jpg,0,0,0.0
 Dicari kucing Jojo warna oren memakai kalung hitam tanpa lonceng dengan tanda² bagian tangan botak bekas infus buntut lurus dan ga besar2 amat tapi agak gendut. Terlihat terakhir di daerah Asem Jajar VI Surabaya. Komen yaa kalo liat dia ,https://pbs.twimg.com/media/FlIk4S8acAI5jEE.jpg,0,0,0.0
 Dicari kucing Jojo warna oren memakai kalung hitam tanpa lonceng dengan tanda² bagian tangan botak bekas infus buntut lurus dan ga besar2 amat tapi agak gendut. Terlihat terakhir di daerah Asem Jajar VI Surabaya. Komen yaa kalo liat dia ,https://pbs.twimg.com/media/FlIk4S8acAI5jEE.jpg,1,0,1.0
 EDISI JAV Sub Indo Artis: Hana_Haruna Story: NDRA-058 - Istri Sange Jadi Pelacur Untuk Tetangganya Streaming️  Tele Free :  ️ JOIN VVIP :  ,https://pbs.twimg.com/media/Gww0Fgkb0AACwLq.jpg,0,0,0.0
 EDISI JAV Sub Indo Artis: Hana_Haruna Story: NDRA-058 - Istri Sange Jadi Pelacur Untuk Tetangganya Streaming️  Tele Free :  ️ JOIN VVIP :  ,https://pbs.twimg.com/media/GyAJaoFasAA87MG.jpg,0,0,0.0
 Eh dugong ,https://pbs.twimg.com/media/GCKuRuXbgAAAd7B.jpg,1,0,1.0
 Eh dugong ,https://pbs.twimg.com/media/GCcO3dIbwAEArfB.jpg,0,0,0.0
 Emang Pantat Cupu :( ,https://pbs.twimg.com/media/FjWHbTyakAAlFKx.jpg,0,0,0.0
 GAON MAAFIN AKU AKU SUDAH MEMBUANG 62 HARI KITA TAPI AKU KEMBALI GAON KAMU BRENGSEK TAU GA SIH SEMUA COWO SAMA AJA ,https://pbs.twimg.com/media/FlN9HsmaEAg29Oe.jpg,1,0,1.0
 GAP : 50k lingkar dada: 90 cm lingkar pinggang: 70 cm panjang: 90 cm midi dress lengan pendek bahan seperti katun rayon lembut dingin jatuh warma hitam pekat full motif bunga pink model V neck resleting dan 1 kancing kait dibelakang ,https://pbs.twimg.com/media/FlJdBZkakAAX-Vz.jpg,0,0,0.0
 GAP : 50k lingkar dada: 90 cm lingkar pinggang: 70 cm panjang: 90 cm midi dress lengan pendek bahan seperti katun rayon lembut dingin jatuh warma hitam pekat full motif bunga pink model V neck resleting dan 1 kancing kait dibelakang ,https://pbs.twimg.com/media/FlJdBZkakAAX-Vz.jpg,0,0,0.0
 GIVEAWAY Ganci Eunseok kribo ncit ncit ((syukuran vt aku nembus 200K views)) 3 Winners RULES - rt+like - reply Eunseok bales wa with ur favorite Eunseok picture *ga perlu follow ya guys nanti yg menang aku DM END 25 Dec 2024 #EUNSEOK #은석 ,https://pbs.twimg.com/media/GeSRTsuaoAArqSn.jpg,0,1,0.0
 GUYS SUMPA GUE HERAN SAMA PEMIKIRAN COWO BRENGSEK KAYA DIA?!!! LO PADA BACA AJA DEH JINKKK DENGAN SE ENAKNYA DIA BILANG ITU PERTANYAAN CUMA BECANDA?!!! kalo pun becanda pasti ada batesnya la :)) apalagi status dia cuma ex gue doang.. ,https://pbs.twimg.com/media/FlCqO8oagAErqUz.jpg,0,0,0.0
 Goblog nya lumayan lah ,https://pbs.twimg.com/media/FjV-wrdUYAAT2XW.png,0,0,0.0
 Gua udah dapetin semua yg gua butuhin di cowo gua tapi gua malah nyakitin dia dan ninggalin dia malah milih cowo brengsek manipulatif (titipan) ,https://pbs.twimg.com/media/Fk-UiTDaYAAEtL_.jpg,1,0,1.0
 Gue gamasalah mereka niru blablabla BACOT NAJIS BGT NGELIAT KETOLOLAN KAUM LO. ,https://pbs.twimg.com/media/Fj9FzI9aAAA9e0R.jpg,1,1,1.0
 Gue gamasalah mereka niru blablabla BACOT NAJIS BGT NGELIAT KETOLOLAN KAUM LO. ,https://pbs.twimg.com/media/Fj9FzI9aAAA9e0R.jpg,1,1,1.0
 HA HA HA aku tersindir kira2 apalagi ya selain cupu baca gmaps? ,https://pbs.twimg.com/media/Fi5lVvLWYAEUV7Y.jpg,0,0,0.0
 Hannah Shandira NPC Pacar pertama sekaligus terakhir Abraham kali pertama bertemu semasa kuliah. Tidak pernah ada kata putus hanya si brengsek ini meninggalkan sang puan tanpa belas kasih setelah gadis itu menyerahkan 5 testpack bergaris 2. Status : DECEASED. ,https://pbs.twimg.com/media/Fk2JcpgakAA-2DS.jpg,1,0,1.0
 Harus di tindak lanjuti si ini mah udah ketahap pembunuhan berencana. Mikirlah pake otak orang gak bisa berenang malah lu bawa ketengah danau. Otak situ udah pindah ke kontol kah? ,https://pbs.twimg.com/media/FiaDmeDagAERC2R.jpg,1,0,1.0
 Hasil kawin silang binatang : Zonkey - Zebra jantan vs Keledai betina Pheasant - Burung Pegar jantan vs Ayam hutan betina Chimera - Babi vs Monyet Coywolf - Anjing hutan vs Serigala Klo jadi KEBO PRIHATIN kawin silang dgn SAPI SANGEAN namanya apa ya ada yg tau? ,https://pbs.twimg.com/media/FkqTPe8VEAAXXni.jpg,0,0,0.0
 Hasil kawin silang binatang : Zonkey - Zebra jantan vs Keledai betina Pheasant - Burung Pegar jantan vs Ayam hutan betina Chimera - Babi vs Monyet Coywolf - Anjing hutan vs Serigala Klo jadi KEBO PRIHATIN kawin silang dgn SAPI SANGEAN namanya apa ya ada yg tau? ,https://pbs.twimg.com/media/FkqTPe8VEAAXXni.jpg,0,0,0.0
 Hasil kawin silang binatang : Zonkey - Zebra jantan vs Keledai betina Pheasant - Burung Pegar jantan vs Ayam hutan betina Chimera - Babi vs Monyet Coywolf - Anjing hutan vs Serigala Klo jadi KEBO PRIHATIN kawin silang dgn SAPI SANGEAN namanya apa ya ada yg tau? ,https://pbs.twimg.com/media/FkqTPe8VEAAXXni.jpg,0,0,0.0
 Hehe gua cium ni cewek lu - ujar anjing kecil itu dalam hatinya ,https://pbs.twimg.com/media/FkA-5cEaEAEn8Me.jpg,1,0,1.0
 Indomaret Sekarang Jualan sayur gitu ya komplit banget ada makanan siap saji gitu kampungan banget aku ternyta ,https://pbs.twimg.com/media/FbTRTDoagAAjnNS.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Belinya disini  ,https://pbs.twimg.com/media/GCk1SwBa0AAjUnD.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Belinya disini  ,https://pbs.twimg.com/media/GCl5fuwbIAA5y8R.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Cek disini  ,https://pbs.twimg.com/media/GCkmpmXbkAANVnl.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Cek disini  ,https://pbs.twimg.com/media/GCldG7EagAAk4_9.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Checkout Sekarang  ,https://pbs.twimg.com/media/GCk9wn7bcAAUmaW.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Checkout Sekarang  ,https://pbs.twimg.com/media/GCks2jXaYAAXhST.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Checkout Sekarang  ,https://pbs.twimg.com/media/GCkvkJ_acAABGqU.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Checkout Sekarang  ,https://pbs.twimg.com/media/GCmnRqYbAAApewH.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep  ,https://pbs.twimg.com/media/GCksYP9bwAAIEk7.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep  ,https://pbs.twimg.com/media/GCkwQqMacAA-nn9.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep  ,https://pbs.twimg.com/media/GCkzPGyaIAA93Km.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep  ,https://pbs.twimg.com/media/GClFUaibQAAaDkK.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep mumpung Flashsale  ,https://pbs.twimg.com/media/GCk-6CGboAAS1f7.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep mumpung Flashsale  ,https://pbs.twimg.com/media/GCk49HQaoAALYg4.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Gercep mumpung Flashsale  ,https://pbs.twimg.com/media/GCkmbZZbQAAyo7X.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Jangan sampai kehabisan  ,https://pbs.twimg.com/media/GCk1EY9bEAA53u9.jpg,0,0,0.0
 Isla Little Sara Waffle Floral Top - T-Shirt Anak Lengan Pendek Jangan sampai kehabisan  ,https://pbs.twimg.com/media/GClHJLLacAAEJpz.jpg,0,0,0.0
 Item item item item lo BUANG ubanan sendiri ege ,https://pbs.twimg.com/media/FeRELZgVIAAYM1d.jpg,0,0,0.0
 Itu alis pitak mata sipit sebelah sana pasti pacar kamu ya Nak? (nunjuk sxnie) (ngakak) itu mah bukan pitak bah... Itu alisnya emg di style kayak gitu ih ya alis pitak nak itu namanya (si abah tetap kekeuh) ,https://pbs.twimg.com/media/GBY-zYiWEAAFFPM.jpg,1,1,1.0
 Itulooo yang mv nya ada monyet monyetnya. Coba cari la monyet joget coldplay ,https://pbs.twimg.com/media/Fk6LtoQaUAAOZhz.jpg,0,0,0.0
 Itulooo yang mv nya ada monyet monyetnya. Coba cari la monyet joget coldplay ,https://pbs.twimg.com/media/Fk6LtoQaUAAOZhz.jpg,0,0,0.0
 Itulooo yang mv nya ada monyet monyetnya. Coba cari la monyet joget coldplay ,https://pbs.twimg.com/media/Fk6LtoQaUAAOZhz.jpg,0,0,0.0
 JAV SUB INDO Judul : Pelukis anti main Strim Artis : Mei washio  Judul : cepat suntik saja keburu telat Artis : Misono mizukara  Judul : cinta pertamaku dengan lonte sekolah Artis : Momoka kotau  ,https://pbs.twimg.com/media/Gf5Zy8MaAAASRzN.jpg,0,0,0.0
 Jangan pernah berdebat dengan orang idiot mereka hanya akan membawamu ke level mereka dan mengalahkanmu dengan pengalaman. ─Mark Twain ,https://pbs.twimg.com/media/FjYGFtAaUAAJt4J.jpg,1,0,1.0
 Joshua Zirkzee bereuni dengan Jamal Musiala &amp; Leroy Sané di Allianz Arena seusai pertandingan Jerman vs Belanda. Masa2 bnyaknya para kribo ,https://pbs.twimg.com/media/GZ4iskFasAAXBPO.jpg,0,1,0.0
 KENTUCKY MID Hari &amp; Tgl : RABU 27 DESEMBER 2023 RESULT : 6192 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  ,https://pbs.twimg.com/media/GCTK3B5bAAA7GZF.jpg,0,0,0.0
 KENTUCKY MID Hari &amp; Tgl : RABU 27 DESEMBER 2023 RESULT : 6192 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  ,https://pbs.twimg.com/media/GCTK3B5bAAA7GZF.jpg,0,0,0.0
 KENTUCKY MID Hari &amp; Tgl : RABU 27 DESEMBER 2023 RESULT : 6192 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  ,https://pbs.twimg.com/media/GCTK3B5bAAA7GZF.jpg,0,0,0.0
 KENTUCKY MID Hari &amp; Tgl : SELASA 26 DESEMBER 2023 RESULT : 4392 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  ,https://pbs.twimg.com/media/GCN5K__bsAAe-IK.jpg,0,0,0.0
 KENTUCKY MID Hari &amp; Tgl : SELASA 26 DESEMBER 2023 RESULT : 4392 SHIO : MONYET Selamat Kepada Pemenang Member MIDEATOTO Salam JP !  ,https://pbs.twimg.com/media/GCN5K__bsAAe-IK.jpg,0,0,0.0
 Kalo gak bisa ngrawat ibuk anter balik sini ke rumah gua biar gua urus Kata mbak gua Kocak anjing! Lu aja masih suka minta duit ke gua buat uang saku anak² lo gayaan bilang begitu ke gua tanyain itu ibuk pernah kesakitan nggak pernah kelaperan nggak selama idup sama gue ,https://pbs.twimg.com/tweet_video_thumb/GgBsgbsb0AAQLdz.jpg,1,0,1.0
 Katanya di hidup yang bajingan ini cuman ada tiga hal sempurna; Tuhan rokok dan lagu. Tapi aksa dan Malvin keduanya berjuang bersama dunia yang banyak mau akan jadi rumah yang sempurna juga. [@anothermalvs @sarasvar @litaniraya] #2022withChoko @ChokoPublisher ,https://pbs.twimg.com/media/FlJEe71aMAAx-3R.jpg,0,0,0.0
 Kayak adek dong punya cushion sejutaan sama IPhone Ortu lu korupsi tanahnya kakek w yang buat warisan bapak w anjing ,https://pbs.twimg.com/media/GubumEZbMAA54Wb.jpg,1,0,1.0
 Ko para samp sudara bagus se Kampungan samp Sa herang ko SMA ko PU adik ganteng itu ,https://pbs.twimg.com/media/Fcp7bfKagAApVIN.jpg,0,0,0.0
 Koreaan mulu lo! Kagak mereka Cina ,https://pbs.twimg.com/media/FT22S6JVIAAq4F3.jpg,0,0,0.0
 Lah gua mah Apalagi cakep gua jGaN hiNa RmBut KriBo Gwe BrAyy gWeH smBit MuLut Lu nnTi ,https://pbs.twimg.com/media/Ge6QrMea8AA8KHI.jpg,1,0,1.0
 Lihatlah guys stray depan rumah aku mukanya bloon bgt kyak monyet. Makanaku manggil dia tenyom ,https://pbs.twimg.com/media/FlMjMtOaUAArqw_.jpg,0,0,0.0
 Lihatlah guys stray depan rumah aku mukanya bloon bgt kyak monyet. Makanaku manggil dia tenyom ,https://pbs.twimg.com/media/FlMjMtOaUAArqw_.jpg,1,0,1.0
 Lihatlah guys stray depan rumah aku mukanya bloon bgt kyak monyet. Makanaku manggil dia tenyom ,https://pbs.twimg.com/media/FlMjMtOaUAArqw_.jpg,1,0,1.0
 Lo mah enak Nih enak jam segini gue masih kerja. Enak gigi lu gendut. ,https://pbs.twimg.com/media/GfBEOucaAAAXnSK.jpg,0,0,0.0
 Lo tahu kenapa gue namain kost ini sanskara? Biar yang huni punya etika sama moral tapi lo semua pada gak punya etika sama moral dasar monyet!!!!! ,https://pbs.twimg.com/media/Fk0RJIPacAcsR4R.jpg,1,1,1.0
 Lo tahu kenapa gue namain kost ini sanskara? Biar yang huni punya etika sama moral tapi lo semua pada gak punya etika sama moral dasar monyet!!!!! ,https://pbs.twimg.com/media/Fk0RJIPacAcsR4R.jpg,1,1,1.0
 Lo tahu kenapa gue namain kost ini sanskara? Biar yang huni punya etika sama moral tapi lo semua pada gak punya etika sama moral dasar monyet!!!!! ,https://pbs.twimg.com/media/Fk0RJIPacAcsR4R.jpg,1,1,1.0
 Lolipoli Kaos Kaki Cute Motif Beruang Coklat Pendek Wanita Semata Kaki Socks Fashion KK806 Ini linknya ya  ,https://pbs.twimg.com/media/GCkLMPGb0AA4wPl.jpg,0,0,0.0
 Lolipoli Kaos Kaki Cute Motif Beruang Coklat Pendek Wanita Semata Kaki Socks Fashion KK806 Ini linknya ya  ,https://pbs.twimg.com/media/GCkLof6acAA9wh1.jpg,0,0,0.0
 Mau rambut gue panjang pendek ijo pink item bukan urusan lo. Jadi stop komennn di IG gue !! - Becky ,https://pbs.twimg.com/media/FIgloYmUUAUrpzU.jpg,1,0,1.0
 Memek sorry gue buka aib lu dsni ,https://pbs.twimg.com/media/FklvP47UEAAWumq.jpg,1,0,1.0
